FID_1,X,Y,ID,Pb,Zn,Cu,SIGLE_PEDO,region_etm,GS
14117,257411.790899,152853.473275,GC16391,46.0606568163,163.721497638,17.3672958567,AIa,7,9
14085,267418.920343,155315.453827,GC16155,50.9726829376,215.8882472,9.37142258889,AIa,7,9
14107,262468.806266,152859.247823,GC16226,42.707602798,111.479187664,14.5956982207,AIa,7,9
14063,248252.903505,144178.062875,GC16035,30.7712565518,160.251007235,12.4245554733,AIa,7,9
13867,239397.461982,146584.786658,C6X105,168.653969388,760.0027,57.288295082,aGDBf2,7,15
14118,258126.085446,149624.978127,GC16394,58.2754417129,212.677959653,15.7199230616,AIa,7,9
14158,244175.789134,145552.731927,GC16583,70.2895596701,342.724020477,18.0663946205,AIa,7,9
14138,252576.927298,145885.096578,GC16477,77.7603124322,235.968152248,33.8001171698,AIa,7,9
14074,261798.460905,155954.49517,GC16067,50.8693903093,204.535904868,16.0843762553,AIa,7,9
14104,260796.458245,150507.871363,GC16217,63.3422349277,247.865485363,25.1385920433,AIa,7,9
14086,273322.052294,156815.351226,GC16158,56.723071468,169.086867547,8.8106478093,AIa,7,9
14161,240147.368729,149215.378733,GC16592,101.113258237,249.42427897,36.8922868729,GbBf4,7,15
14094,272090.783985,153845.91901,GC16187,,243.507486761,19.3116561138,Gbbf2,7,15
14126,256507.698389,145621.258616,GC16415,,225.321072406,24.9710297699,fpAba2_3,7,9
13561,240142,149614,98_ThBailleux,,,50.4069103448,GbBf0_1,7,15
13568,240142,149614,99_ThBailleux,,,51.0620183908,GbBf0_1,7,15
14150,255516.094406,151650.802352,GC16512,,222.331351776,21.7131820615,GbBf4,7,15
14123,257285.366969,150350.682997,GC16408,,217.115739648,25.7449019873,Gbax2,7,18
14124,258299.75838,151932.423517,GC16410,53.3747680891,207.28050112,16.2812888122,Gbax2,7,18
14127,255030.470131,148070.664509,GC16418,80.6632972955,287.944130592,29.4879997567,GbBf2,7,15
14080,258478.400238,154616.428764,GC16085,48.7951116948,204.436896878,15.9877347075,Gbax0_1,7,18
14070,252849.577673,156700.843215,GC16055,32.8520623417,170.570182802,15.6528075971,Gbax0_1,7,18
14151,251971.725149,154881.345681,GC16515,32.5618988465,183.634557384,25.2508896308,GbBf2,7,15
14155,250892.380877,151294.444825,GC16525,52.6254197462,227.182342738,17.3373552775,Gbax0_1,7,18
14152,249160.754744,152520.395756,GC16518,38.4327911543,217.794883972,22.9508590075,Gbax2,7,18
14079,257396.727763,156621.456573,GC16082,44.6693136789,222.466037301,13.1365001362,Gbax0_1,7,18
13869,239582.333353,145698.276586,C6X107,918.272785714,1910.39594,139.011245902,GbBf2,7,15
13868,239347.588471,146150.281757,C6X106,,760.82721978,289.044505747,GbBf2,7,15
13870,239640.206692,145736.424641,C6X108,,309.652384615,119.901931034,GbBf4,7,15
14089,271327.950408,156429.159698,GC16167,,264.543858601,20.5700694341,Gbbf2,7,15
14153,251455.329284,150447.551719,GC16521,49.9068518933,189.093043095,17.6529626953,Gbax2,7,18
14119,259178.579439,150198.434019,GC16397,47.6542417643,170.406932689,17.5652775588,GbBf2,7,15
14149,255674.375309,151239.866475,GC16509,51.950022954,225.27084528,27.9585407314,GbBf2,7,15
13876,239861.176887,143678.990409,C6X114,,843.059516484,50.5096551724,Gbbfp4,7,16
13880,242439.744338,143579.576087,C6X118,,410.366032967,94.7250574713,Gbbf4,7,15
14095,272505.562525,154560.520531,GC16190,52.8884977877,251.074212863,18.3317749649,Gbbf4,7,15
14128,254151.842795,147869.767233,GC16420,84.4449643686,303.969580524,31.3062066266,Gbbf4,7,15
14064,254473.205003,154092.749537,GC16038,47.6433291973,206.225991264,28.5999918557,GbBf2,7,15
14140,250112.748539,146892.388842,GC16483,51.1630990923,254.598257476,21.3724027924,GbBf2,7,15
14169,248012.023898,154222.551153,GC16635,50.2534935688,224.209157372,22.7579975437,Gbbf4,7,15
14162,246085.334158,145780.93557,GC16595,117.012613413,468.847513932,27.4146566743,Gbbf4,7,15
14075,262624.726977,160631.724883,GC16071,86.4404631819,292.458453082,20.9960351136,Gbbf4,7,15
13878,241441.963421,143737.029356,C6X116,112.003071429,799.98301,25.0938360656,Gbbf2,7,15
14160,240681.826173,144576.308478,GC16589,90.5449703405,566.622104172,30.8434460752,Gbbf2,7,15
14109,264618.311111,148354.102523,GC16232,70.0042002335,246.562851706,29.7319863525,GbBK2,7,17
14066,253414.877334,153777.280456,GC16043,40.1115738163,202.635873728,23.7719597276,Gbbf4,7,15
14121,255966.439361,153933.897482,GC16403,71.7391141183,296.97216512,27.4698773397,Gbbf4,7,15
13877,241439.448323,143603.911592,C6X115,,398.966241758,30.628091954,Gbbf4,7,15
14139,249114.542115,145690.40916,GC16480,67.0642868119,279.490327068,24.5787586678,Gbbf4,7,15
14132,256497.470589,146375.210381,GC16432,,299.650594257,35.8539925393,Gbbfp4,7,16
14122,259680.194604,150008.23088,GC16405,103.815215499,376.665420355,23.3631614293,Gbbf4,7,15
14133,258682.975148,146117.917334,GC16435,75.9846938776,243.627493473,27.5717964379,Gbbfp4,7,16
14114,263294.341495,146496.080536,GC16246,119.951568388,365.227545002,21.3661056766,Gbbfp4,7,16
14105,266186.349456,153156.96066,GC16220,71.5078319151,331.851425433,16.3962306829,Gbbfp4,7,16
14102,266552.643967,150308.711055,GC16211,194.656183973,599.945748791,21.5012872691,GbBK2,7,17
14097,270236.314925,151208.430137,GC16196,45.0601048739,217.949789793,14.5938499787,Gbbfp4,7,16
14110,263581.303036,148634.927417,GC16235,59.8698312286,285.753049088,17.8730504652,Gbbfp2,7,16
14100,272730.283505,153503.065257,GC16205,,221.714385787,19.1205461184,Gbbfp4,7,16
14135,260077.361284,148005.622203,GC16439,,565.158886175,18.8767023559,GbBK2,7,17
14130,259601.269618,146967.7117,GC16426,,235.585970929,22.2946786674,Gbbfp2,7,16
14108,268517.446643,150726.983506,GC16229,150.107762047,329.432369797,21.2285794144,GbBK2,7,17
14113,263788.93432,149420.989151,GC16243,,223.493111163,14.0810985879,Gbbfp4,7,16
14134,260992.819486,148672.373706,GC16437,115.726455874,464.168542124,25.5437161789,Gbbfp4,7,16
13887,240530.470316,141887.383089,C6X125,,206.352868132,38.7071724138,Gbbfp4,7,16
13888,240503.606594,141867.183287,C6X126,167.845744898,716.99253,74.7287868852,Gbbfp4,7,16
13875,240232.088979,143666.435336,C6X113,,206.065549451,45.2845977011,Gbbfp2,7,16
14112,262335.354717,148415.77685,GC16240,131.48218859,304.645428335,18.0076102403,GbBK2,7,17
14115,263312.966386,146201.96716,GC16248,,235.250818946,20.7154750541,Gbbfp2,7,16
14067,252148.912379,142275.055492,GC16046,44.4987091222,182.218102173,14.5403675241,Gbbfp2,7,16
14076,264277.668733,157448.948484,GC16073,167.548630757,729.035058593,22.9435393635,Gbbfp2,7,16
14143,248990.615448,141970.403205,GC16492,,194.649680273,27.4645038806,Gbbfp2,7,16
14096,274020.027269,154188.272271,GC16193,54.7926215059,229.715278064,17.4375083861,Gbbfp4,7,16
14137,251287.138677,143121.068518,GC16474,61.2190758997,238.640858579,17.1774049989,Gbbfp4,7,16
13886,240187.249672,142326.563797,C6X123,,553.932417582,140.257701149,Gbbfp4,7,16
14068,252420.960595,143384.48338,GC16049,49.3628903707,251.454127136,16.5814687892,Gbbfp4,7,16
14098,273239.77946,154370.417752,GC16199,145.984223495,650.423892437,17.2159149031,GbBK2,7,17
14093,271915.361698,152522.285438,GC16184,48.2842682455,226.370633249,12.9872556498,Gbbfp2,7,16
14111,265758.084659,147821.343921,GC16237,61.9079902971,195.700405709,16.1990711278,Gbbfp2,7,16
14129,256005.900243,146412.594514,GC16423,77.6751228692,274.191500452,20.2581601235,Gbbfp2,7,16
13881,243150.746688,143185.819847,C6X119,384.13977551,3670.30627,57.2757704918,Gbbk4,7,17
13883,243189.653726,143173.47044,C6X120,,5525.54276923,80.6832643678,Gbbk4,7,17
14141,249586.711185,142163.01864,GC16486,41.5639630016,226.709399187,15.4849635318,Gbbfp4,7,16
14136,247983.459647,142355.425032,GC16471,49.7757805568,323.653314437,21.7170809047,Gbbfp4,7,16
14069,251513.44789,144366.72888,GC16052,,250.806186504,19.6168612093,GbBK2,7,17
14144,254639.988179,145823.894657,GC16495,,559.959478195,23.4491029208,GbBK2,7,17
14078,263685.880717,157723.74629,GC16078,,454.803204168,17.7368933779,GbBK2,7,17
14092,268422.470534,152071.310691,GC16181,83.186946152,560.178277021,18.8933141411,GbBK2,7,17
14077,264692.771065,157804.475009,GC16076,87.6638155012,481.813064477,23.7904814128,Gbbfp4,7,16
13947,237463.233639,142160.655422,C6X92,,649.508131868,68.8017471264,GbBK4,7,17
14090,270255.050841,154132.492427,GC16170,55.894919123,192.948766054,10.8504750327,GbBK2,7,17
14073,263975.31554,156366.009546,GC16064,,895.552401845,20.7316749308,GbBK2,7,17
14091,269788.714142,156660.442227,GC16173,,590.527454221,20.236181026,GbBK2,7,17
13879,242489.978374,143519.86703,C6X117,133.007510204,867.2782,30.4230491803,GDBf2,7,15
14103,267427.737801,149174.833021,GC16214,84.2915116489,266.8446868,17.8372743424,GDbfp2,7,16
14131,257975.182709,147673.383646,GC16429,,244.594717556,23.1823327084,GDbfp2,7,16
14081,265746.886938,161324.651974,GC16088,65.4808859303,173.22007532,16.6506828949,Gbbx0_1,7,18
14164,245428.345168,149442.390871,GC16600,37.4358816695,157.12222273,16.1001698699,Gbbx0_1,7,18
14082,260745.433973,157293.405311,GC16091,56.5567817991,195.883103163,16.0335062079,Gbbx0_1,7,18
14125,257710.522662,151713.745499,GC16413,,211.205767933,25.5409152509,Gbbx0_1,7,18
14154,248345.926825,154460.92478,GC16523,68.5952523456,402.777951754,32.754256201,Gbbx2,7,18
14146,252440.641725,152458.942184,GC16500,49.0163565032,198.415894855,19.1439845353,Gbbx0_1,7,18
14120,256706.08428,153853.905927,GC16400,59.4262665521,240.15350432,22.108159772,GDBf2,7,15
14163,248081.022827,147070.864286,GC16598,,140.325661123,17.0587503546,GDax0_1,7,18
14159,241676.436595,149588.229591,GC16586,65.7444907009,274.717243323,23.7872749116,GDaf0_1,7,15
13873,239665.89004,143616.185697,C6X111,649.312591837,2262.98244,194.369934426,H,7,9
14083,258949.536147,155828.652525,GC16093,43.0763775457,187.863580885,15.4326497212,GDbx0_1,7,18
14148,250679.16084,152179.46702,GC16506,35.7271191654,185.511477105,21.178946181,GDbx0_1,7,18
14145,254631.738798,145228.339855,GC16498,390.170960438,1042.02330532,79.7072783878,fpGbb2,7,43
13698,217623,138505,AEPR053SC1,,,,(x)Aca,6,9
13697,220316,138529,AEPR052SC1,,400,19.4426229508,(x)Aba,6,9
13897,237938.509252,148453.618899,C6X28,438.441183673,1116.26502,135.84252459,(x)Aba,6,9
13665,223278,138729,AECU041SC1,38.8265306122,230,13.7049180328,(x)Ada,6,9
13931,234757.76892,139882.433614,C6X77,,84.2170769231,22.180183908,(x)Aba,6,9
13695,223377,140488,AEPR038SC1,71.4903390102,354.0409278,13.2054997541,(x)Aba,6,9
13894,238445.349154,148640.105534,C6X25,139.745846939,418.38214,46.9617704918,(x)Aca,6,9
13927,236001.064754,139272.276113,C6X73,101.580734694,401.61025,17.4914098361,(x)Aba,6,9
13917,234813.699231,140583.552509,C6X63,,99.8928461539,12.0286436782,(x)ADa,6,9
13918,235436.365542,140828.16059,C6X65,,135.097835165,30.0221609195,(x)ADa,6,9
13683,223819,139896,AEFO040SC1,,399.489552308,31.0959343448,(x)Ada,6,9
13691,216324,138410,AEPR022SC1,114.336734694,440,16.1639344262,(x)Ada,6,9
13694,222664,140484,AEPR037SC1,165.357142857,980,32.5573770492,A-Gba,6,9
13909,235535.028067,142647.857255,C6X54,,98.8280769231,9.8508045977,(x)AIa,6,9
13686,221840,139535,AEPR005SC1,104.132653061,570,16.9836065574,A-Gda,6,9
13919,237039.718547,141698.473486,C6X66,,388.35269,21.6307868852,A-GDpc,6,9
13906,235066.287919,144402.573824,C6X51,116.937,406.37036,26.8284918033,A-GFpc,6,9
14049,227875,148067,E/161568,101,511.676767677,21.4,A-Gcp0,6,9
13913,236644.824715,141707.475612,C6X59,61.7709795918,278.17037,15.4185901639,Aba,6,9
13661,218787,140085,AECU028SC1,104.132653061,630,30.0983606557,Aba,6,9
13905,236600.884452,144454.08752,C6X50,,193.499582418,38.2329655172,Aba,6,9
13902,238203.613562,146432.163734,C6X41,441.683479592,1210.0984,86.6521967213,Aba,6,9
13896,238153.700106,148623.111842,C6X27,171.764693878,417.96688,51.633442623,Aba(b)1,6,9
13895,238173.952024,148506.090704,C6X26,,876.346230769,45.995908046,Aba(b)1,6,9
14050,227900,148731,E/161569,91.9,403.595959596,20.4,Aba1,6,9
14051,227679,148562,E/161570,62.7,295.515151515,18.1,Aba1,6,9
14053,228694,148706,E/161572,60.5,353.090909091,16.2,Aba1,6,9
13890,237797.285072,151205.126717,C6X18,73.9225408163,316.02824,25.0061639344,Aba1,6,9
13891,237730.263536,151242.734269,C6X19,,612.613032967,41.1660229885,Aba1,6,9
13681,222080,141793,AEFO034SC1,,,49.4607306437,Aba1,6,9
13900,234137.211863,149985.540506,C6X4,,599.987912088,63.8928275862,Aba1,6,9
14052,227198,148048,E/161571,,261.171717172,18.9,Aba1,6,9
13901,238674.383538,146792.181015,C6X40,81.1119795918,718.6305,49.0471147541,AbB,6,9
13898,234256.938373,150536.767697,C6X3,,1236.91427473,51.0102068966,Abp(c),6,9
13687,222719,138060,AEPR007SC1,38.8265306122,230,15.3442622951,Aca0,6,9
14037,227874,146508,E/1161573,70.5,409.656565657,20.2,Aca,6,9
13862,235329.357485,150870.291417,C6X10,,429.42498,53.9567540984,Abp0,6,9
13893,236623.156774,151782.846619,C6X23,80.9804081633,279.0701,32.8152459016,Abp0,6,9
13677,216160,138656,AEFO023SC1,,323.747252747,23.5747126437,Aca1,6,9
13872,239796.351096,144613.312746,C6X110,227.203255102,1203.1774,60.2941967213,ADa,6,9
13871,235579.613016,151376.720171,C6X11,113.7135,380.55503,40.3487868852,Abp(c),6,9
13944,235343.250324,150459.47948,C6X9,75.698755102,226.67813,36.1718360656,Abp0,6,9
13676,218778,141068,AEFO018SC1,,,42.2084995862,AcB,6,9
13732,210500,132100,BE71797003DE 08/11/1,32.1,91.4273504274,10.9,ADa0,6,9
13667,222038,138249,AECU049SC1,44.9489795918,230,12.8852459016,Aca1,6,9
13664,222733,142717,AECU035SC1,93.9285714286,540,13.7049180328,Ada1,6,9
13669,220224,139099,AEFO001SC1,,873.197802198,28.1724137931,Acp(c),6,9
13911,235684.690507,141645.347995,C6X57,,88.1127802198,16.7794942529,ADa,6,9
13912,235672.251914,141689.768005,C6X58,50.1269081633,240.13563,17.8358360656,ADa,6,9
13930,234695.504888,139741.563523,C6X76,41.3868061224,166.95759,10.9034754098,ADa,6,9
13680,217429,139530,AEFO032SC1,,258.701366923,,Aca1,6,9
13899,237856.466783,146620.24443,C6X38,541.856326531,2354.97791,190.042688525,ADa,6,9
13914,236630.502413,141758.121459,C6X60,,124.745912088,27.5194022989,ADa,6,9
13696,224437,138851,AEPR043SC1,38.8265306122,220,13.7049180328,Ada1,6,9
13910,234514.524624,141218.829915,C6X55,,81.2002307692,18.0791724138,ADa,6,9
13908,235442.497756,142731.525886,C6X53,57.4479183673,258.384,9.92029508197,ADa,6,9
13936,237607.736564,138444.60286,C6X82,36.7160204082,181.89926,10.4713770492,ADa,6,9
13943,238067.00126,140325.697655,C6X89,53.6323469388,241.38141,16.7587213115,ADa,6,9
13863,238618.716177,143761.39873,C6X100,,9064.26105495,2234.26754023,ADa,6,9
13864,238703.584546,143610.995401,C6X101,134.351418367,729.81176,31.6128852459,ADa,6,9
13940,238923.106339,139227.434311,C6X86,49.600622449,214.95857,15.4749508197,ADa,6,9
13666,223858,137837,AECU042SC1,35.7653061224,200,11.2459016393,Ada0,6,9
13659,218340,141442,AECU016SC1,72.5,410,13.7049180328,Ada1,6,9
13945,238486.558288,141512.556151,C6X90,211.405285714,624.95861,23.9165245902,aGDBr2,6,10
13932,235256.300001,138445.124869,C6X78,41.8942959184,182.34528,15.0178032787,aGDBr2,6,10
13682,224464,139670,AEFO039SC1,,455.615384615,16.6781609195,aGbBr2,6,10
13921,237161.012247,140533.043016,C6X68,,218.411802198,21.6971954023,aGbBr2,6,10
13922,237158.135683,140497.524308,C6X69,72.935755102,224.1635,23.3904918033,aGbBr2,6,10
13942,237811.851336,140197.651391,C6X88,,192.426362637,17.8069425287,aGIxr2,6,10
13882,236263.907352,150052.287133,C6X12,,254.994230769,47.6556321839,G-I,6,9
13923,235888.275635,149784.15684,C6X7,,346.775648352,54.6457931034,G-I,6,9
13663,217361,138962,AECU030SC1,104.132653061,730,18.6229508197,fuAba2_3,6,9
13892,236341.260317,151137.149059,C6X21,116.861816327,453.22553,55.459704918,Gbax2,6,12
13693,216657,139527,AEPR031SC1,,290,8.62295081967,fuAda2_3,6,9
13662,218076,139214,AECU029SC1,68.4183673469,530,17.8032786885,GbBf2,6,13
14061,218535,139331,FL3A_1,,3257.37362637,61.9655172414,GbBf2,6,13
14054,228222,145937,E/161574,,353.090909091,26.5,GbBf2,6,13
13889,236377.909868,150105.745539,C6X13,,140.58858,24.1607540984,GbBf2,6,13
13678,215466,138211,AEFO025SC1,,587.483516484,22.4252873563,GbBf4,6,13
13904,236633.991672,145117.408762,C6X48,,202.955747253,32.7005517241,Gbbf2,6,13
13866,238502.974018,145865.162285,C6X104,417.267581633,1953.36766,92.3320983607,Gbbf4,6,13
13690,216022,137648,AEPR020SC1,44.9489795918,220,15.3442622951,GbBfp2,6,14
13670,221676,138744,AEFO008SC1,,,41.9655172414,GbBr2,6,10
13671,221154,137951,AEFO009SC1,,235.835164835,23.5747126437,GbBr2,6,10
13672,220604,137975,AEFO010SC1,,470.150447582,49.1105830575,GbBr2,6,10
13920,237045.851454,141645.476353,C6X67,,3587.3162967,95.655908046,Gbbk4,6,11
13933,235382.885593,138488.034592,C6X79,,108.022274725,24.8234482759,GbBr2,6,10
13928,236691.926183,139358.246502,C6X74,,2113.2109011,66.6502528736,Gbbk4,6,11
13948,236479.107071,143708.733712,C6X94,,1288.83445055,46.0925057471,Gbbk4,6,11
13929,236687.904152,139418.390509,C6X75,33.7838571429,170.69493,15.9195737705,GbBKf2,6,11
13907,235080.449583,144325.546066,C6X52,,436.816252747,92.7579770115,Gbbr2,6,10
13925,236619.277825,140262.560188,C6X71,73.3868571429,282.81513,19.5078688525,GbBt2,6,12
13937,237686.689898,138515.871189,C6X83,,145.821582418,18.808045977,Gbbr2,6,10
13673,217615,136059,AEFO013SC1,,411.659340659,32.7701149425,GbBr2,6,10
13949,237448.271276,143847.880256,C6X95,1149.97007143,10912.01003,1258.99140984,Gbbr2,6,10
13950,237439.645772,143794.813316,C6X96,,385.141142857,77.1794022989,Gbbr2,6,10
13689,218705,136863,AEPR012SC1,,350,12.0655737705,GbBr4,6,10
13674,219799,137688,AEFO015SC1,,371.36630033,42.7318007701,GbBr4,6,10
13684,223146,139733,AEFO048SC1,,664.406593407,35.0689655172,GbBr4,6,10
13903,239094.126061,145309.919603,C6X43,189.517438776,1150.40093,88.236557377,Gbbt2,6,12
13660,215341,139216,AECU024SC1,81.6836734694,290,16.1639344262,Gbbr6,6,10
13924,236565.303322,140367.207177,C6X70,,163.829703297,27.7389425287,GbBt4,6,12
14060,211557,139910,E/161580,31.1,125.818181818,13.6,Gbbt6,6,12
13916,236364.068441,142225.337242,C6X62,,182.750483516,25.9123678161,H,6,9
13926,235890.203729,139156.734301,C6X72,,793.691406593,32.0243678161,H,6,9
13934,236234.854556,138824.230134,C6X80,,174.637956044,24.7619770115,H,6,9
13675,217167,139977,AEFO017SC1,,219.807208681,12.7417631264,GDxt2,6,12
13657,219188,138888,AECU002SC1,104.132653061,750,21.0819672131,GdBt2,6,12
13938,237671.29731,139452.463354,C6X84,,95.2872967033,15.5061609195,kuGbBr2,6,10
13939,237546.533711,139495.941018,C6X85,92.633877551,325.15627,15.575147541,kuGbBr2,6,10
13951,237062.343585,145051.964226,C6X98,,818.214901099,160.139264368,R,6,9
13941,238531.594877,139118.574755,C6X87,,89.0000879121,28.4590344828,uAIa2,6,9
13692,215909,136432,AEPR026SC1,71.4795918367,280,16.1639344262,(t)Abpy,6,43
13658,220798,139400,AECU004SC1,155.153061224,760,21.9016393443,(x)Ada,6,43
13935,236289.33057,138592.708937,C6X81,,258.49935,20.240557377,A-Gbp1(1),6,43
13688,218072,136979,AEPR011SC1,139.621331327,419.3322336,24.0635844262,A-Gba,6,43
13915,236397.997492,142264.877926,C6X61,151.12677551,459.62361,21.9877377049,A-GDpc,6,43
13668,221189,139916,AECU051SC1,175.56122449,1100,21.0819672131,Abpy,6,43
13685,219123,137992,AEPR003SC1,78.6224489796,440,18.6229508197,AFp,6,43
13679,218349,140386,AEFO027SC1,,1016.05494505,31.6206896552,GbBf2,6,43
13865,239158.717395,144216.532604,C6X102,,1530.72297802,333.382850575,H,6,43
13699,216492,137164,AEPR054SC1,124.540816327,710,25.1803278689,NC,6,43
14040,224557,149606,E/161453,16.8,54.6060606061,,Aba1,2,4
14042,224055,149234,E/161455,,146.02020202,16.1,Aba1,2,4
14059,224244,149861,E/161579,36.6,164.202020202,15.6,Aba1,2,4
14057,219502,149616,E/161577,46,186.424242424,17.4,Aba1,2,4
14058,219651,149522,E/161578,76.6,193.494949495,17.3,Aba1,2,4
14048,226557,150202,E/161567,61.5,238.949494949,21.6,Aba1,2,4
13566,234378,156789,99/007/S/ML/02/1,21.3333333333,70.7105263158,15.7619047619,Aba1,2,4
14047,226737,150443,E/161566,40.4,178.343434343,18.5,Aba1,2,4
14043,223528,150576,E/161456,35.6,192.484848485,20.4,Aba1,2,4
14044,223964,150166,E/161457,37.5,132.888888889,20.7,Aba1,2,4
14055,227685,150094,E/161575,132,469.252525253,23.3,Aba1,2,4
14038,224217,149698,E/161451,24.4,75.7171717172,,Abp(c),2,4
14039,224100,149652,E/161452,,50.0606060606,,Abp(c),2,4
14046,224923,149551,E/161459,38.7,173.292929293,15.5,AbB,2,4
14056,227986,149878,E/161576,81.7,305.616161616,19.5,Abp0_1,2,4
14045,225061,149365,E/161458,,176.323232323,14.7,Abp0_1,2,4
14041,224317,149109,E/161454,12.4,50.2626262626,,Abp0_1,2,4
13547,228061,133795,975,,,,(x)Aba,8,9
13552,227860,133268,977,,,,(x)Aba,8,9
13557,227618,133001,979,,,,(x)Aba,8,9
13550,226780,133844,976,,,,A-GbB,8,9
13544,227965,134242,974,,,,ADa1,8,9
13656,214000,124000,absent4,29.3,102.4,13.83,Gbax2,8,19
14325,271500,113500,IF108,,65.1,14.641509434,fGbb2,13,28
14657,249500,107500,IF429,,90.1,34.8301886792,Gbbfi2,13,28
14217,273500,113500,IF040,,59.4,17.7830188679,Gbbfi2(r),13,28
14536,271500,123500,IF171,,66.1,14.1698113208,Gbbr2,13,28
14218,277500,133500,IF041,,39.05,8.67924528302,Gdbr2,13,28
14402,278500,135500,IF1205,,68.5,13.5188679245,Ghxr2,13,28
14441,270500,149500,IF1248,,52.1,12.2830188679,aGix2,9,25
14545,243500,127500,IF206,,90.1,17.8490566038,aGDb2,9,25
14531,255500,133500,IF166,,125.1,23.7924528302,Gbbf2,9,25
14344,246500,125500,IF1098,,81.4,21.820754717,Gbbfi2(r),9,25
14444,254500,139500,IF1250,,114.1,15.2075471698,Gbbr2,9,25
14305,248500,139500,IF1052,,83.1,14.2641509434,Gbbr2,9,25
14646,245500,127500,IF418,,116.1,28.2264150943,Gbbr3,9,25
14401,266500,145500,IF1204,,70.5,17.9716981132,Gbbr2,9,25
14255,241500,123500,IF078,,95.73,16.6226415094,Gbbr0_1,9,25
14546,259500,137500,IF208,,72.1,13.4150943396,Gbbr2,9,25
14542,271500,147500,IF201,,79.1,27.2830188679,Gbbrb4,9,25
14645,249500,137500,IF417,,75.1,11.2452830189,Gbbr2,9,25
14442,250500,139500,IF1249,,69.1,15.8679245283,Gbbr2,9,25
14212,265500,143500,IF035,,63.9,11.7641509434,Gbbr2,9,25
14389,250500,135500,IF1183,,125.1,21.7735849057,Gbbr4,9,25
14387,254500,135500,IF1181,,46.1,11.7924528302,Gbbr4,9,25
14403,266500,155500,IF1206,,115.9,9.21698113208,AIa,7,9
14210,269500,153500,IF033,,40.73,9.62264150943,G-LDa0_1,7,9
14438,266500,159500,IF1245,,67.1,13.4150943396,G-Lba0_1,7,9
14628,269500,157500,IF400,,57.1,10.0188679245,G-Lba0_1,7,9
14170,249173.698251,149067.142126,GC16638,51.828987395,235.558911303,16.0091586097,Gbax0_1,7,18
14171,249887.463222,157621.245838,GC16641,43.8529290492,171.533803917,16.6945764263,Gbax2,7,18
14179,240510.982137,145862.761022,GC16786,97.4789799714,465.067450635,31.495232352,Gbax2,7,18
14174,260671.731297,159738.152321,GC16695,,198.512156746,22.0248111447,GbBf2,7,15
14178,245259.494327,151157.215982,GC16783,40.6006277139,162.352021007,14.9321469939,Gbbf4,7,15
14173,246168.872778,141999.788374,GC16692,181.377440864,486.011688748,17.8636634456,Gbbfp2,7,16
14175,265248.57115,157465.941013,GC16697,50.9435510432,781.788642516,17.564794353,Gbbfp2,7,16
14172,262159.496326,148323.277535,GC16689,184.062171206,457.499392636,19.8550088596,Gbbk4,7,17
14176,267477.325551,153992.780269,GC16700,102.986388829,456.322956417,17.6950887795,GbBK2,7,17
14180,246694.871152,151648.644025,GC16789,88.7377364539,300.148286267,33.4386509202,Gbbx0_1,7,18
14181,249314.005333,150496.164978,GC16791,,215.946557964,15.2802214542,GDbx0_1,7,18
14177,262551.410482,161812.329632,GC16703,57.040772108,186.966814841,13.8132472066,GDbx0_1,7,18
14639,209500,137500,IF411,,164.1,15.9622641509,Aba0,6,9
14513,203500,133500,IF148,,83.1,15.8679245283,Aba0,6,9
14304,232500,139500,IF1051,,68.1,11.0566037736,Ada,6,9
14494,198500,139500,IF1326,,156.1,18.1320754717,Afp,6,9
14437,230500,139500,IF1244,,59.1,10.3962264151,Aha,6,9
14302,224500,139500,IF1049,,155.1,25.3962264151,aGbBr2,6,10
14642,229500,137500,IF414,,74.1,20.679245283,Aia,6,9
14640,221500,137500,IF412,,68.1,9.7358490566,GbBr2,6,10
14586,219500,137500,IF281,,233.1,25.3962264151,GbBr4,6,10
14445,234500,139500,IF1251,,90.1,14.641509434,Gbbr2,6,10
14557,267500,107500,IF231,,79.1,15.9622641509,aGbbfi2,16,31
14219,285500,133500,IF042,,73.85,19.3113207547,Gbbfi2,16,31
14534,283500,133500,IF169,,65.1,22.8490566038,Gbbfi2,16,31
14535,287500,133500,IF170,,87.1,18.0377358491,Gbbfi0_1,16,31
14434,282500,119500,IF1241,,78.1,32.8490566038,Gbbfi2,16,31
14384,282500,125500,IF1179,,111.6,22.8962264151,Gbbfi2,16,31
14549,291500,127500,IF216,,69.1,16.9056603774,aGixr2,17,32
14633,289500,127500,IF405,,75.1,17.8490566038,fGbbr2,17,32
14343,282500,115500,IF1096,,79.4,21.4056603774,fGbbr2,17,32
14558,275500,97500,IF233a,,125.1,24.4528301887,fGbbr3,17,32
14216,281500,113500,IF039,,75.55,25.1603773585,Gbbfi3,17,32
14306,280500,109500,IF1053,,82.1,25.3962264151,Gbbfi2(r),17,32
14636,273500,97500,IF408,,95.1,16.9056603774,Gbbr0_1,17,32
14394,290500,125500,IF1198,,49.6,13.8396226415,Gbbr2,17,32
14537,291500,123500,IF172,,43.1,15.1132075472,Gbbr3,17,32
14439,274500,99500,IF1246,,109.1,22.1886792453,S,17,32
14637,229500,157500,IF409,,179.1,13.9811320755,GbBx,2,5
14641,221500,127500,IF413,,116.1,13.6037735849,A-Gbp,8,9
14493,211500,123500,IF132,,75.1,11.2452830189,A-Gbp1,8,9
